Sample,Subgroup,1:74137824-74816963,17:35076296-35282086,12:51241859-52425218,3:16617887-16778176,2:56853626-57106587,1:57359130-58257959,6:611289-618999,6:1535319-2846224,14:105654998-105693581,3:127138046-128434521,16:82128902-83298645,12:31173065-31257959,6:623776-634345,11:63611130-63816734,21:14489502-15461383,22:41307174-41912419,21:14334542-14480152,7:140213-293548,1:182657845-186034550,5:175563657-175907334,12:64727853-66012212,16:67314736-68371045,12:63574243-64694907,17:1542118-1560766,1:193480150-193527058,1:145820605-146012014,6:97827305-98245127,1:16126501-16531740,1:2927-43870,14:54705831-57591863,15:18722595-18790589,23:1672003-1687507,15:32447707-32511475,5:150148732-150201145,23:144052935-145145074,5:62457701-65999278,1:149579637-149582884,19:34467144-36255437,22:23022675-23926329,1:1271190-1590570,1:142877399-143526765,9:124123036-126222935,16:28087-37133,3:16792439-18668016,6:32718991-32728487,20:39049053-39344320,6:69820589-70731852,1:149369522-149394958,6:67665685-68602261,17:42161364-42296514,23:2979705-4333249,12:70462057-70560603,16:54390012-54422612,18:17278237-18565403,6:32732764-32738443,1:12833868-13002452,6:18550170-19001738,22:37683612-37705310,1:37599215-38399540,8:97415915-97633935,1:193556792-193630262,5:180342860-180362342,10:21859872-21874211,16:41636-151666,16:68710277-68751390,9:43094089-43410478,16:72933295-73012768,16:69391442-69397102,1:120313797-120384620,22:17298569-17337860,10:3135278-3168952,1:26737835-26751009,8:40546119-41025130,1:114245958-114853862,21:23415490-24730986,17:13035306-15423538,10:135142920-135266354,9:30134402-30542335,11:55200744-55207305,22:22672513-22676549,6:136687816-137521284,6:14553443-16323782,6:135204537-135259324,1:142444242-142565191,6:19049822-20716660,15:32605086-32654561,1:142570866-142598507,1:186293872-189329179,16:30561643-31835555,9:42913008-43066618,17:3393853-4388997,16:83310258-86444508,8:184617-808139,6:149845177-151256488,15:32523241-32594902,23:3229-45135,12:9528590-9585156,1:199087690-199111062,1:72489681-72620747,17:41527705-41566540,1:239391358-239517083,1:141474904-141491470,22:22681244-22690716
Array.104,Triple Neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0
Array.145,Triple Neg,-1,0,-1,-1,1,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,0,-1,-1,-1,1,-1,1,0,0,-1,1,0,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,0,-1,1,1,1,-1,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,1,-1,1,-1,0,0,-1,0,1,0,-1,1,0,0,1,1,0,-1,0,-1,-1,1,1,-1,0,1,0,0
Array.31,Triple Neg,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,2,0,2,1,1,1,1,0,0,1,1,0,1,0,1,0,2,0,2,1,1,1,1,-1,1,2,0,0,0,0,2,1,1,1,1,1,1,1,2,1,0,0,1,2,1,0,1,1,1,1,1,-1,1,0,1,1,0,1,0,0,-1,1,1,-1,-1,-1,1,1,0
Array.135,Triple Neg,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,-1,1,1,1,1,0,0,1,0,-1,0,-1,1,-1,0,1,1,0
Array.7,HR+,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,-1,1,-1,0,0,0,-1,-1,0,1,1,1,0,0,-1,0,2,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,-1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,1,1
Array.21,HER2+,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,-1,1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,1,0,0,1,0,1,0,1,1,0,0,-1,0,0,1,1,0,1,0,1,0,-1
Array.71,Triple Neg,0,0,-1,-1,1,0,0,0,-1,1,0,0,0,0,0,1,0,-1,1,-1,0,0,0,0,1,0,2,0,0,-1,0,-1,0,-1,1,-1,1,-1,0,1,1,0,0,-1,0,0,0,1,0,0,1,0,0,-1,0,-1,0,0,0,1,1,-1,0,0,-1,0,-1,1,1,0,0,0,0,0,1,0,-1,-1,-1,-1,0,1,0,1,0,0,1,1,0,0,0,0,-1,0,0,1,0,1,0,0,1,1,-1
Array.47,Triple Neg,0,0,-1,-1,0,0,-1,1,0,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,2,-1,1,0,0,0,0,-1,0,-1,0,-1,-1,-1,-1,0,1,0,-1,0,0,-1,0,1,0,1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,2,0,-1,-1,0,0,0
Array.89,HR+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1
Array.30,Triple Neg,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,1,1,0,-1,0,0,2,0,0,1,0,0,1,-1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,-1,1,0,-1,1,1,0
Array.35,HR+,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,1,0,1,0,1,0,-1,0,0,0,1,0,-1,0,0,-1,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1,0,0,1,1,0,-1,0,-1,1,1,1,-1,-1,-1,0,0,-1
Array.10,HER2+,-1,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,-1,0,0,1,0,1,0,-1,0,1,0,0,0,0,0,2,1,0,-1,1,0,0,0,0,0,0,-1,-1,0,1,1,0,0,0,0,0,0,0,-1,1,0,1,-1,-1,0,-1,0,-1,-1,-1,0,0,1,0,0,1,1,0,0,0,0,-1,-1,0,1,0,1,-1,0,1,1,-1
Array.123,HR+,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,1,0,2,-1,1,1,1,0,0,-1,0,0,0,-1,0,0,1,0,1,0,-1,0,0,-1,0,0,0,1,0,2,0,0,1,2,0,0,0,0,1,0,0,2,1,0,0,0,-1,1,-1,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,-1,-1,1,-1,0,1,0,0,1,0,1,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,-1
Array.134,HR+,-1,1,1,1,0,-1,1,1,0,1,-1,1,1,-1,1,-1,1,0,1,0,1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,0,1,0,1,0,-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,0,-1,1,-1,1,-1,-1,1,1,0,1,1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,-1,-1,0,-1,-1,1,-1,1,1,0,1,1,1,0,1,-1,-1,-1,0,0,1,1,-1,1,1,0,-1
Array.130,HER2+,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,1,0,1,0,0,-1,0,2,0,-1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,2,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,1,0,0,-1,-1,-1,0,-1
